user_id,grup,konversi,nilai_pesanan
A00205,kontrol,0,0.0
A00206,kontrol,0,0.0
A00207,kontrol,0,0.0
A00208,kontrol,0,0.0
A00209,kontrol,0,0.0
A00210,kontrol,0,0.0
A00211,kontrol,0,0.0
A00212,kontrol,0,0.0
A00213,kontrol,0,0.0
A00214,kontrol,0,0.0
A00215,kontrol,0,0.0
A00216,kontrol,0,0.0
A00217,kontrol,0,0.0
A00218,kontrol,0,0.0
A00219,kontrol,0,0.0
A00220,kontrol,0,0.0
A00221,kontrol,0,0.0
A00222,kontrol,0,0.0
A00223,kontrol,0,0.0
A00224,kontrol,0,0.0
A00225,kontrol,0,0.0
A00226,kontrol,1,58700.0
A00227,kontrol,0,0.0
A00228,kontrol,0,0.0
A00229,kontrol,1,90000.0
A00230,kontrol,0,0.0
A00231,kontrol,0,0.0
A00232,kontrol,0,0.0
A00233,kontrol,0,0.0
A00234,kontrol,0,0.0
A00235,kontrol,0,0.0
A00236,kontrol,0,0.0
A00237,kontrol,0,0.0
A00238,kontrol,1,87400.0
A00239,kontrol,1,134900.0
A00240,kontrol,0,0.0
A00241,kontrol,0,0.0
A00242,kontrol,0,0.0
A00243,kontrol,0,0.0
A00244,kontrol,0,0.0
A00245,kontrol,0,0.0
A00246,kontrol,0,0.0
A00247,kontrol,0,0.0
A00248,kontrol,0,0.0
A00249,kontrol,0,0.0
A00250,kontrol,0,0.0
A00251,kontrol,0,0.0
A00252,kontrol,0,0.0
A00253,kontrol,0,0.0
A00254,kontrol,0,0.0
A00255,kontrol,0,0.0
A00256,kontrol,0,0.0
A00257,kontrol,1,92600.0
A00258,kontrol,1,56600.0
A00259,kontrol,0,0.0
A00260,kontrol,0,0.0
A00261,kontrol,0,0.0
A00262,kontrol,0,0.0
A00263,kontrol,0,0.0
A00264,kontrol,0,0.0
A00265,kontrol,0,0.0
A00266,kontrol,0,0.0
A00267,kontrol,0,0.0
A00268,kontrol,0,0.0
A00269,kontrol,1,93400.0
A00270,kontrol,1,32500.0
A00271,kontrol,0,0.0
A00272,kontrol,1,115100.0
A00273,kontrol,0,0.0
A00274,kontrol,0,0.0
A00275,kontrol,0,0.0
A00276,kontrol,0,0.0
A00277,kontrol,0,0.0
A00278,kontrol,0,0.0
A00279,kontrol,0,0.0
A00280,kontrol,1,66800.0
A00281,kontrol,0,0.0
A00282,kontrol,0,0.0
A00283,kontrol,0,0.0
A00284,kontrol,0,0.0
A00285,kontrol,0,0.0
A00286,kontrol,1,116900.0
A00287,kontrol,0,0.0
A00288,kontrol,0,0.0
A00289,kontrol,1,44000.0
A00290,kontrol,0,0.0
A00291,kontrol,1,93000.0
A00292,kontrol,0,0.0
A00293,kontrol,1,35300.0
A00294,kontrol,0,0.0
A00295,kontrol,0,0.0
A00296,kontrol,0,0.0
A00297,kontrol,0,0.0
A00298,kontrol,0,0.0
A00299,kontrol,0,0.0
A00300,kontrol,0,0.0
A00301,kontrol,0,0.0
A00302,kontrol,0,0.0
A00303,kontrol,0,0.0
A00304,kontrol,0,0.0
A00305,kontrol,0,0.0
A00306,kontrol,0,0.0
A00307,kontrol,0,0.0
A00308,kontrol,0,0.0
A00309,kontrol,0,0.0
A00310,kontrol,0,0.0
A00311,kontrol,0,0.0
A00312,kontrol,0,0.0
A00313,kontrol,0,0.0
A00314,kontrol,0,0.0
A00315,kontrol,0,0.0
A00316,kontrol,0,0.0
A00317,kontrol,0,0.0
A00318,kontrol,0,0.0
A00319,kontrol,0,0.0
A00320,kontrol,0,0.0
A00321,kontrol,0,0.0
A00322,kontrol,0,0.0
A00323,kontrol,0,0.0
A00324,kontrol,0,0.0
A00325,kontrol,0,0.0
A00326,kontrol,0,0.0
A00327,kontrol,0,0.0
A00328,kontrol,0,0.0
A00329,kontrol,0,0.0
A00330,kontrol,0,0.0
A00331,kontrol,0,0.0
A00332,kontrol,0,0.0
A00333,kontrol,0,0.0
A00334,kontrol,0,0.0
A00335,kontrol,0,0.0
A00336,kontrol,1,90600.0
A00337,kontrol,0,0.0
A00338,kontrol,1,90400.0
A00339,kontrol,0,0.0
A00340,kontrol,0,0.0
A00341,kontrol,0,0.0
A00342,kontrol,0,0.0
A00343,kontrol,0,0.0
A00344,kontrol,0,0.0
A00345,kontrol,0,0.0
A00346,kontrol,0,0.0
A00347,kontrol,0,0.0
A00348,kontrol,0,0.0
A00349,kontrol,1,112900.0
A00350,kontrol,0,0.0
A00351,kontrol,0,0.0
A00352,kontrol,0,0.0
A00353,kontrol,0,0.0
A00354,kontrol,0,0.0
A00355,kontrol,0,0.0
A00356,kontrol,0,0.0
A00357,kontrol,0,0.0
A00358,kontrol,0,0.0
A00359,kontrol,0,0.0
A00360,kontrol,0,0.0
A00361,kontrol,0,0.0
A00362,kontrol,0,0.0
A00363,kontrol,1,57900.0
A00364,kontrol,0,0.0
A00365,kontrol,0,0.0
A00366,kontrol,0,0.0
A00367,kontrol,0,0.0
A00368,kontrol,0,0.0
A00369,kontrol,0,0.0
A00370,kontrol,0,0.0
A00371,kontrol,0,0.0
A00372,kontrol,0,0.0
A00373,kontrol,0,0.0
A00374,kontrol,0,0.0
A00375,kontrol,0,0.0
A00376,kontrol,0,0.0
A00377,kontrol,0,0.0
A00378,kontrol,0,0.0
A00379,kontrol,0,0.0
A00380,kontrol,0,0.0
A00381,kontrol,0,0.0
A00382,kontrol,0,0.0
A00383,kontrol,0,0.0
A00384,kontrol,0,0.0
A00385,kontrol,0,0.0
A00386,kontrol,0,0.0
A00387,kontrol,0,0.0
A00388,kontrol,0,0.0
A00389,kontrol,0,0.0
A00390,kontrol,0,0.0
A00391,kontrol,0,0.0
A00392,kontrol,0,0.0
A00393,kontrol,0,0.0
A00394,kontrol,1,66900.0
A00395,kontrol,0,0.0
A00396,kontrol,0,0.0
A00397,kontrol,0,0.0
A00398,kontrol,0,0.0
A00399,kontrol,0,0.0
A00400,kontrol,0,0.0
A00401,kontrol,0,0.0
A00402,kontrol,0,0.0
A00403,kontrol,0,0.0
A00404,kontrol,0,0.0
A00405,kontrol,0,0.0
A00406,kontrol,0,0.0
A00407,kontrol,0,0.0
A00408,kontrol,1,100300.0
A00409,kontrol,0,0.0
A00410,kontrol,0,0.0
A00411,kontrol,0,0.0
A00412,kontrol,1,67100.0
A00413,kontrol,0,0.0
A00414,kontrol,1,47600.0
A00415,kontrol,0,0.0
A00416,kontrol,0,0.0
A00417,kontrol,0,0.0
A00418,kontrol,0,0.0
A00419,kontrol,0,0.0
A00420,kontrol,0,0.0
A00421,kontrol,1,40700.0
A00422,kontrol,1,130900.0
A00423,kontrol,1,55200.0
A00424,kontrol,0,0.0
A00425,kontrol,0,0.0
A00426,kontrol,0,0.0
A00427,kontrol,0,0.0
A00428,kontrol,1,88800.0
A00429,kontrol,0,0.0
A00430,kontrol,0,0.0
A00431,kontrol,0,0.0
A00432,kontrol,0,0.0
A00433,kontrol,0,0.0
A00434,kontrol,1,83000.0
A00435,kontrol,0,0.0
A00436,kontrol,0,0.0
A00437,kontrol,0,0.0
A00438,kontrol,0,0.0
A00439,kontrol,0,0.0
A00440,kontrol,0,0.0
A00441,kontrol,0,0.0
A00442,kontrol,0,0.0
A00443,kontrol,0,0.0
A00444,kontrol,0,0.0
A00445,kontrol,0,0.0
A00446,kontrol,0,0.0
A00447,kontrol,0,0.0
A00448,kontrol,1,106100.0
A00449,kontrol,0,0.0
A00450,kontrol,1,73800.0
A00451,kontrol,0,0.0
A00452,kontrol,0,0.0
A00453,kontrol,0,0.0
A00454,kontrol,1,75800.0
A00455,kontrol,0,0.0
A00456,kontrol,0,0.0
A00457,kontrol,0,0.0
A00458,kontrol,0,0.0
A00459,kontrol,0,0.0
A00460,kontrol,0,0.0
A00461,kontrol,0,0.0
A00462,kontrol,0,0.0
A00463,kontrol,0,0.0
A00464,kontrol,0,0.0
A00465,kontrol,0,0.0
A00466,kontrol,0,0.0
A00467,kontrol,0,0.0
A00468,kontrol,0,0.0
A00469,kontrol,0,0.0
A00470,kontrol,0,0.0
A00471,kontrol,0,0.0
A00472,kontrol,0,0.0
A00473,kontrol,0,0.0
A00474,kontrol,0,0.0
A00475,kontrol,0,0.0
A00476,kontrol,0,0.0
A00477,kontrol,0,0.0
A00478,kontrol,0,0.0
A00479,kontrol,0,0.0
A00480,kontrol,0,0.0
A00481,kontrol,0,0.0
A00482,kontrol,0,0.0
A00483,kontrol,0,0.0
A00484,kontrol,1,58100.0
A00485,kontrol,0,0.0
A00486,kontrol,0,0.0
A00487,kontrol,0,0.0
A00488,kontrol,0,0.0
A00489,kontrol,0,0.0
A00490,kontrol,0,0.0
A00491,kontrol,0,0.0
A00492,kontrol,0,0.0
A00493,kontrol,0,0.0
A00494,kontrol,0,0.0
A00495,kontrol,0,0.0
A00496,kontrol,0,0.0
A00497,kontrol,0,0.0
A00498,kontrol,0,0.0
A00499,kontrol,0,0.0
A00500,kontrol,0,0.0
A00501,kontrol,0,0.0
A00502,kontrol,0,0.0
A00503,kontrol,0,0.0
A00504,kontrol,0,0.0
A00505,kontrol,0,0.0
A00506,kontrol,0,0.0
A00507,kontrol,0,0.0
A00508,kontrol,0,0.0
A00509,kontrol,0,0.0
A00510,kontrol,1,94200.0
A00511,kontrol,0,0.0
A00512,kontrol,1,113900.0
A00513,kontrol,0,0.0
A00514,kontrol,0,0.0
A00515,kontrol,0,0.0
A00516,kontrol,0,0.0
A00517,kontrol,0,0.0
A00518,kontrol,1,89300.0
A00519,kontrol,0,0.0
A00520,kontrol,0,0.0
A00521,kontrol,0,0.0
A00522,kontrol,0,0.0
A00523,kontrol,0,0.0
A00524,kontrol,0,0.0
A00525,kontrol,0,0.0
A00526,kontrol,0,0.0
A00527,kontrol,0,0.0
A00528,kontrol,0,0.0
A00529,kontrol,0,0.0
A00530,kontrol,0,0.0
A00531,kontrol,0,0.0
A00532,kontrol,0,0.0
A00533,kontrol,0,0.0
A00534,kontrol,1,84100.0
A00535,kontrol,0,0.0
A00536,kontrol,0,0.0
A00537,kontrol,0,0.0
A00538,kontrol,0,0.0
A00539,kontrol,0,0.0
A00540,kontrol,0,0.0
A00541,kontrol,0,0.0
A00542,kontrol,0,0.0
A00543,kontrol,0,0.0
A00544,kontrol,0,0.0
A00545,kontrol,0,0.0
A00546,kontrol,0,0.0
A00547,kontrol,1,146700.0
A00548,kontrol,0,0.0
A00549,kontrol,0,0.0
A00550,kontrol,0,0.0
A00551,kontrol,0,0.0
A00552,kontrol,0,0.0
A00553,kontrol,0,0.0
A00554,kontrol,1,112200.0
A00555,kontrol,0,0.0
A00556,kontrol,0,0.0
A00557,kontrol,0,0.0
A00558,kontrol,0,0.0
A00559,kontrol,0,0.0
A00560,kontrol,1,145700.0
A00561,kontrol,0,0.0
A00562,kontrol,0,0.0
A00563,kontrol,0,0.0
A00564,kontrol,0,0.0
A00565,kontrol,0,0.0
A00566,kontrol,0,0.0
A00567,kontrol,1,97800.0
A00568,kontrol,0,0.0
A00569,kontrol,0,0.0
A00570,kontrol,0,0.0
A00571,kontrol,0,0.0
A00572,kontrol,0,0.0
A00573,kontrol,0,0.0
A00574,kontrol,0,0.0
A00575,kontrol,0,0.0
A00576,kontrol,0,0.0
A00577,kontrol,0,0.0
A00578,kontrol,0,0.0
A00579,kontrol,0,0.0
A00580,kontrol,0,0.0
A00581,kontrol,0,0.0
A00582,kontrol,1,129000.0
A00583,kontrol,0,0.0
A00584,kontrol,0,0.0
A00585,kontrol,0,0.0
A00586,kontrol,0,0.0
A00587,kontrol,0,0.0
A00588,kontrol,0,0.0
A00589,kontrol,1,31200.0
A00590,kontrol,0,0.0
A00591,kontrol,0,0.0
A00592,kontrol,0,0.0
A00593,kontrol,0,0.0
A00594,kontrol,1,52300.0
A00595,kontrol,0,0.0
A00596,kontrol,0,0.0
A00597,kontrol,0,0.0
A00598,kontrol,0,0.0
A00599,kontrol,0,0.0
A00600,kontrol,0,0.0
A00601,kontrol,0,0.0
A00602,kontrol,0,0.0
A00603,kontrol,0,0.0
A00604,kontrol,0,0.0
A00605,kontrol,0,0.0
A00606,kontrol,0,0.0
A00607,kontrol,0,0.0
A00608,kontrol,0,0.0
A00609,kontrol,0,0.0
A00610,kontrol,0,0.0
A00611,kontrol,0,0.0
A00612,kontrol,0,0.0
A00613,kontrol,0,0.0
A00614,kontrol,0,0.0
A00615,kontrol,0,0.0
A00616,kontrol,0,0.0
A00617,kontrol,0,0.0
A00618,kontrol,0,0.0
A00619,kontrol,1,89700.0
A00620,kontrol,0,0.0
A00621,kontrol,0,0.0
A00622,kontrol,0,0.0
A00623,kontrol,0,0.0
A00624,kontrol,0,0.0
A00625,kontrol,0,0.0
A00626,kontrol,0,0.0
A00627,kontrol,1,94200.0
A00628,kontrol,0,0.0
A00629,kontrol,0,0.0
A00630,kontrol,0,0.0
A00631,kontrol,0,0.0
A00632,kontrol,1,111400.0
A00633,kontrol,0,0.0
A00634,kontrol,1,38700.0
A00635,kontrol,1,60800.0
A00636,kontrol,0,0.0
A00637,kontrol,0,0.0
A00638,kontrol,0,0.0
A00639,kontrol,0,0.0
A00640,kontrol,0,0.0
A00641,kontrol,0,0.0
A00642,kontrol,1,109900.0
A00643,kontrol,0,0.0
A00644,kontrol,0,0.0
A00645,kontrol,0,0.0
A00646,kontrol,1,129500.0
A00647,kontrol,0,0.0
A00648,kontrol,0,0.0
A00649,kontrol,1,96600.0
A00650,kontrol,0,0.0
A00651,kontrol,0,0.0
A00652,kontrol,0,0.0
A00653,kontrol,0,0.0
A00654,kontrol,0,0.0
A00655,kontrol,0,0.0
A00656,kontrol,0,0.0
A00657,kontrol,0,0.0
A00658,kontrol,0,0.0
A00659,kontrol,0,0.0
A00660,kontrol,0,0.0
A00661,kontrol,0,0.0
A00662,kontrol,0,0.0
A00663,kontrol,1,126100.0
A00664,kontrol,0,0.0
A00665,kontrol,0,0.0
A00666,kontrol,0,0.0
A00667,kontrol,0,0.0
A00668,kontrol,0,0.0
A00669,kontrol,0,0.0
A00670,kontrol,0,0.0
A00671,kontrol,0,0.0
A00672,kontrol,0,0.0
A00673,kontrol,0,0.0
A00674,kontrol,0,0.0
A00675,kontrol,0,0.0
A00676,kontrol,0,0.0
A00677,kontrol,0,0.0
A00678,kontrol,0,0.0
A00679,kontrol,0,0.0
A00680,kontrol,1,42300.0
A00681,kontrol,0,0.0
A00682,kontrol,1,106200.0
A00683,kontrol,0,0.0
A00684,kontrol,0,0.0
A00685,kontrol,0,0.0
A00686,kontrol,0,0.0
A00687,kontrol,0,0.0
A00688,kontrol,0,0.0
A00689,kontrol,0,0.0
A00690,kontrol,0,0.0
A00691,kontrol,0,0.0
A00692,kontrol,0,0.0
A00693,kontrol,0,0.0
A00694,kontrol,0,0.0
A00695,kontrol,0,0.0
A00696,kontrol,0,0.0
A00697,kontrol,0,0.0
A00698,kontrol,0,0.0
A00699,kontrol,0,0.0
A00700,kontrol,0,0.0
A00701,kontrol,0,0.0
A00702,kontrol,0,0.0
A00703,kontrol,0,0.0
A00704,kontrol,0,0.0
A00705,kontrol,0,0.0
A00706,kontrol,0,0.0
A00707,kontrol,0,0.0
A00708,kontrol,0,0.0
A00709,kontrol,0,0.0
A00710,kontrol,0,0.0
A00711,kontrol,0,0.0
A00712,kontrol,0,0.0
A00713,kontrol,0,0.0
A00714,kontrol,0,0.0
A00715,kontrol,0,0.0
A00716,kontrol,0,0.0
A00717,kontrol,1,94700.0
A00718,kontrol,0,0.0
A00719,kontrol,0,0.0
A00720,kontrol,0,0.0
A00721,kontrol,0,0.0
A00722,kontrol,1,41000.0
A00723,kontrol,0,0.0
A00724,kontrol,1,62600.0
A00725,kontrol,1,55600.0
A00726,kontrol,0,0.0
A00727,kontrol,1,55000.0
A00728,kontrol,0,0.0
A00729,kontrol,0,0.0
A00730,kontrol,0,0.0
A00731,kontrol,1,69900.0
A00732,kontrol,0,0.0
A00733,kontrol,0,0.0
A00734,kontrol,1,107000.0
A00735,kontrol,0,0.0
A00736,kontrol,0,0.0
A00737,kontrol,0,0.0
A00738,kontrol,0,0.0
A00739,kontrol,0,0.0
A00740,kontrol,1,89300.0
A00741,kontrol,0,0.0
A00742,kontrol,0,0.0
A00743,kontrol,1,109800.0
A00744,kontrol,0,0.0
A00745,kontrol,0,0.0
A00746,kontrol,0,0.0
A00747,kontrol,0,0.0
A00748,kontrol,0,0.0
A00749,kontrol,0,0.0
A00750,kontrol,0,0.0
A00751,kontrol,0,0.0
A00752,kontrol,0,0.0
A00753,kontrol,0,0.0
A00754,kontrol,0,0.0
A00755,kontrol,0,0.0
A00756,kontrol,0,0.0
A00757,kontrol,0,0.0
A00758,kontrol,1,117600.0
A00759,kontrol,0,0.0
A00760,kontrol,0,0.0
A00761,kontrol,0,0.0
A00762,kontrol,1,21000.0
A00763,kontrol,0,0.0
A00764,kontrol,0,0.0
A00765,kontrol,1,88800.0
A00766,kontrol,0,0.0
A00767,kontrol,1,118000.0
A00768,kontrol,0,0.0
A00769,kontrol,0,0.0
A00770,kontrol,0,0.0
A00771,kontrol,0,0.0
A00772,kontrol,0,0.0
A00773,kontrol,0,0.0
A00774,kontrol,1,69400.0
A00775,kontrol,0,0.0
A00776,kontrol,0,0.0
A00777,kontrol,0,0.0
A00778,kontrol,0,0.0
A00779,kontrol,0,0.0
A00780,kontrol,0,0.0
A00781,kontrol,0,0.0
A00782,kontrol,0,0.0
A00783,kontrol,0,0.0
A00784,kontrol,0,0.0
A00785,kontrol,0,0.0
A00786,kontrol,0,0.0
A00787,kontrol,0,0.0
A00788,kontrol,0,0.0
A00789,kontrol,0,0.0
A00790,kontrol,0,0.0
A00791,kontrol,0,0.0
A00792,kontrol,0,0.0
A00793,kontrol,1,72800.0
A00794,kontrol,1,39700.0
A00795,kontrol,0,0.0
A00796,kontrol,1,103100.0
A00797,kontrol,0,0.0
A00798,kontrol,0,0.0
A00799,kontrol,0,0.0
A00800,kontrol,0,0.0
A00801,kontrol,0,0.0
A00802,kontrol,0,0.0
A00803,kontrol,0,0.0
A00804,kontrol,0,0.0
A00805,kontrol,0,0.0
A00806,kontrol,0,0.0
A00807,kontrol,0,0.0
A00808,kontrol,0,0.0
A00809,kontrol,0,0.0
A00810,kontrol,1,92200.0
A00811,kontrol,1,88900.0
A00812,kontrol,0,0.0
A00813,kontrol,0,0.0
A00814,kontrol,0,0.0
A00815,kontrol,0,0.0
A00816,kontrol,0,0.0
A00817,kontrol,0,0.0
A00818,kontrol,0,0.0
A00819,kontrol,0,0.0
A00820,kontrol,1,93100.0
A00821,kontrol,0,0.0
A00822,kontrol,0,0.0
A00823,kontrol,0,0.0
A00824,kontrol,0,0.0
A00825,kontrol,1,29000.0
A00826,kontrol,0,0.0
A00827,kontrol,0,0.0
A00828,kontrol,0,0.0
A00829,kontrol,0,0.0
A00830,kontrol,0,0.0
A00831,kontrol,0,0.0
A00832,kontrol,0,0.0
A00833,kontrol,0,0.0
A00834,kontrol,0,0.0
A00835,kontrol,0,0.0
A00836,kontrol,0,0.0
A00837,kontrol,0,0.0
A00838,kontrol,0,0.0
A00839,kontrol,0,0.0
A00840,kontrol,1,58700.0
A00841,kontrol,0,0.0
A00842,kontrol,0,0.0
A00843,kontrol,0,0.0
A00844,kontrol,1,97600.0
A00845,kontrol,0,0.0
A00846,kontrol,0,0.0
A00847,kontrol,0,0.0
A00848,kontrol,0,0.0
A00849,kontrol,0,0.0
A00850,kontrol,0,0.0
A00851,kontrol,0,0.0
A00852,kontrol,0,0.0
A00853,kontrol,0,0.0
A00854,kontrol,0,0.0
A00855,kontrol,0,0.0
A00856,kontrol,0,0.0
A00857,kontrol,0,0.0
A00858,kontrol,0,0.0
A00859,kontrol,0,0.0
A00860,kontrol,0,0.0
A00861,kontrol,0,0.0
A00862,kontrol,0,0.0
A00863,kontrol,0,0.0
A00864,kontrol,1,76500.0
A00865,kontrol,0,0.0
A00866,kontrol,0,0.0
A00867,kontrol,0,0.0
A00868,kontrol,1,63700.0
A00869,kontrol,0,0.0
A00870,kontrol,0,0.0
A00871,kontrol,1,85800.0
A00872,kontrol,0,0.0
A00873,kontrol,0,0.0
A00874,kontrol,0,0.0
A00875,kontrol,0,0.0
A00876,kontrol,0,0.0
A00877,kontrol,0,0.0
A00878,kontrol,0,0.0
A00879,kontrol,0,0.0
A00880,kontrol,0,0.0
A00881,kontrol,0,0.0
A00882,kontrol,0,0.0
A00883,kontrol,0,0.0
A00884,kontrol,0,0.0
A00885,kontrol,0,0.0
A00886,kontrol,0,0.0
A00887,kontrol,0,0.0
A00888,kontrol,0,0.0
A00889,kontrol,0,0.0
A00890,kontrol,0,0.0
A00891,kontrol,0,0.0
A00892,kontrol,0,0.0
A00893,kontrol,1,98600.0
A00894,kontrol,0,0.0
A00895,kontrol,0,0.0
A00896,kontrol,0,0.0
A00897,kontrol,0,0.0
A00898,kontrol,0,0.0
A00899,kontrol,0,0.0
A00900,kontrol,0,0.0
A00901,kontrol,0,0.0
A00902,kontrol,1,86700.0
A00903,kontrol,0,0.0
A00904,kontrol,0,0.0
A00905,kontrol,0,0.0
A00906,kontrol,0,0.0
A00907,kontrol,0,0.0
A00908,kontrol,0,0.0
A00909,kontrol,0,0.0
A00910,kontrol,0,0.0
A00911,kontrol,0,0.0
A00912,kontrol,0,0.0
A00913,kontrol,0,0.0
A00914,kontrol,0,0.0
A00915,kontrol,0,0.0
A00916,kontrol,1,104000.0
A00917,kontrol,0,0.0
A00918,kontrol,0,0.0
A00919,kontrol,0,0.0
A00920,kontrol,1,117100.0
A00921,kontrol,0,0.0
A00922,kontrol,0,0.0
